journal_full_title;issn;eissn;doi;period;is_gold;is_hybrid;is_green;non_oa;bfi_level;publisher;institution;corresponding_author;corresponding_institution;euro;submission_fee;page_charge;color_charge;CC-charge;discount;dk_funding
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01733;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Sektion, Food Safety and Zoonoses;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.02018;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Sektion, Food Safety and Zoonoses;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01528;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Sektion, Food Safety and Zoonoses;;;;;;;;;
Journal of Biological Chemistry;1083-351X;;10.1074/jbc.M114.607291;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Sektion, Food Safety and Zoonoses;;;;;;;;;
Microorganisms;2076-2607;;10.3390/microorganisms4030036;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Sektion, Food Safety and Zoonoses;;;;;;;;;
Biocontrol Science and Technology;0958-3157;;10.1080/09583157.2015.1016396;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sektion, Parasitology and Aquatic Diseases;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0132516;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sektion, Parasitology and Aquatic Diseases;;;;;;;;;
PLoS Neglected Tropical Diseases ;1935-2727;;10.1371/journal.pntd.0004971 ;2016;;;;;2015:BFI:1, 2016:BFI:1;;Sektion, Parasitology and Aquatic Diseases;;;;;;;;;
Flavour (London);2044-72482013 ? …;;;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sensorik og forbrugervidenskab;;;;;;;;;
Food Chemistry;0308-8146;;10.1016/j.foodchem.2014.05.148;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Sensorik og forbrugervidenskab;;;;;;;;;
Food Quality and Preference;0950-3293;;10.1016/j.foodqual.2014.07.012;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:2, 2015:BFI:2;;Sensorik og forbrugervidenskab;;;;;;;;;
Food Quality and Preference;0950-3293;;10.1016/j.foodqual.2014.06.012;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:2, 2015:BFI:2;;Sensorik og forbrugervidenskab;;;;;;;;;
International Journal of Consumer Studies;1470-6423;;10.1111/ijcs.12171;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sensorik og forbrugervidenskab;;;;;;;;;
Neural Plasticity;2090-59042012 ? …;;10.1155/2015/469750;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sensorik og forbrugervidenskab;;;;;;;;;
Perspectives in Public Health;1757-9139;;10.1177/1757913915586645;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sensorik og forbrugervidenskab;;;;;;;;;
Revista Chilena de Nutricion;0716-1549;;10.4067/S0717-75182015000300012;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Sensorik og forbrugervidenskab;;;;;;;;;
A M B Express;2191-08552011 ? …;;10.1186/s13568-015-0165-9;2015;true;;true;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;Springer, BMC;Skov, natur og biomasse;Budi J. Hidayat;unibio.dk;1578;;;;;?;
Annals of Forest Science;1286-4560;;10.1007/s13595-015-0489-2;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Biogeochemistry;0168-2563;;10.1007/s10533-014-0026-7;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Biotechnology Letters;0141-5492;;10.1007/s10529-014-1705-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Biotechnology for Biofuels;1754-6834;;10.1186/s13068-015-0242-y;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Skov, natur og biomasse;;;;;;;;;
Entomologia Experimentalis et Applicata;0013-8703;;10.1111/eea.12267;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Environmental Research Letters;1748-9326;;10.1088/1748-9326/11/3/034014;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11109;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Skov, natur og biomasse;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11134 ;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Skov, natur og biomasse;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0121444;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0138231;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Scandinavian Journal of Forest Research;0282-7581;;10.1080/02827581.2014.986519;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep14378;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep18561;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Tree Genetics & Genomes;1614-2942;;10.1007/s11295-014-0802-5;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
Tree Genetics & Genomes;1614-2942;;10.1007/s11295-015-0902-x;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Skov, natur og biomasse;;;;;;;;;
B M C Evolutionary Biology;1471-2148;;10.1186/s12862-015-0401-6;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
B M C Microbiology;1471-2180;;10.1186/s12866-015-0589-z;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
BioControl;1386-6141;;10.1007/s10526-015-9685-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Biological Control;1049-9644;;10.1016/j.biocontrol.2014.10.006;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
European Journal of Wildlife Research;1612-4642;;10.1007/s10344-015-0917-5;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Journal of Chemical Ecology;0098-0331;;10.1007/s10886-014-0534-x;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Journal of Evolutionary Biology;1010-061X;;10.1111/jeb.12555;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;SOBI;;;;;;;;;
Journal of Insects as Food and Feed;2352-4588;;10.3920/JIFF2014.0022;2015;;;;;2015:BFI:1;;SOBI;;;;;;;;;
Journal of Invertebrate Pathology;0022-2011;;10.1016/j.jip.2014.11.003;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Journal of Invertebrate Pathology;0022-2011;;10.1016/j.jip.2015.05.001;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Journal of Vegetation Science;1100-9233;;10.1111/jvs.12224;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Linnean Society. Botanical Journal;0024-4074;;10.1111/boj.12237;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Oecologia;0029-8549;;10.1007/s00442-015-3326-2;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;SOBI;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0132473;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Parasites & Vectors;1756-3305;;10.1186/s13071-015-0986-z;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Parasitology Research;0932-0113;;10.1007/s00436-015-4477-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Plant Systematics and Evolution;0378-2697;;10.1007/s00606-014-1083-z;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Veterinary Parasitology;0304-4017;;10.1016/j.vetpar.2014.11.006;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Willdenowia;0511-9618;;10.3372/wi.45.45204;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Willdenowia;0511-9618;;10.3372/wi.45.45203;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;SOBI;;;;;;;;;
Academia Brasileira de Ciencias. Anais;0001-3765;;10.1590/0001-3765201520140349;2015;true;;true;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;Scielo, Brazil;Statens Naturhistoriske Museum;;;;;;;;;
Acta Palaeontologica Polonica;0567-7920;;10.4202/app.2012.0123;2015;true;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;Adolfssen, JS;;352;;352;;;;
Annals of Botany;0305-7364;;10.1093/aob/mcw121;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Aquatic Biology;1864-77822010 ? …;;10.3354/ab00627;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Aquatic Biology;1864-77822010 ? …;;10.3354/ab00634;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Aquatic Biology;1864-77822010 ? …;;10.3354/ab00637;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
B M C Bioinformatics;1471-2105;;10.1186/s12859-015-0682-1;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
B M C Evolutionary Biology;1471-2148;;10.1186/s12862-015-0409-y;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
B M C Evolutionary Biology;1471-2148;;10.1186/s12862-015-0291-7;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
B M C Genomics;1471-2164;;10.1186/s12864-015-1924-3;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
B M C Genomics;1471-2164;;10.1186/s12864-015-1606-1;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
BMC Biology;1741-7007;;10.1186/s12915-016-0263-4;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
BMC Evolutionary Biology;1471-2148;;10.1186/s12862-016-0800-3;2016;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
BMC Evolutionary Biology;1471-2148;;10.1186/s12862-016-0694-0;2016;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
BMC Genomics;1471-2164;;10.1186/s12864-016-2774-3;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
BMC Genomics;1471-2164;;10.1186/s12864-016-2681-7;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
BMC Genomics;1471-2164;;10.1186/s12864-016-3205-1;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Biogeosciences;1726-4170;;10.5194/bg-12-4235-2015;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Bioinformatics;1367-4803;;10.1093/bioinformatics/btv509;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Biological Conservation;0006-3207;;10.1016/j.biocon.2014.11.019;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Biological Conservation;0006-3207;;10.1016/j.biocon.2015.06.001;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Biological Conservation;0006-3207;;10.1016/j.biocon.2014.11.023;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Biology Letters;1744-9561;;10.1098/rsbl.2016.0322;2016;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Briefings in Bioinformatics;1467-5463;;10.1093/bib/bbv001;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Bulletin of Geosciences;1214-1119;;10.3140/bull.geosci.1566;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Cell;0092-8674;;10.1016/j.cell.2015.10.009;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Chemical Science;2041-65202011 ? …;;10.1039/c5sc02231b;2015;;;;;2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Conservation Letters;1755-263X2011 ? …;;10.1111/conl.12158;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Cryosphere;1994-0416;;10.5194/tc-9-2183-2015;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Cryosphere;1994-0416;;10.5194/tc-9-2215-2015;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Current Biology;0960-9822;;10.1016/j.cub.2015.03.047;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Ecology and Evolution;2045-7758;;10.1002/ece3.1909;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Ecology and Evolution;2045-7758;;10.1002/ece3.2143;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
EvoDevo;2041-91392011 ? …;;10.1186/2041-9139-6-1;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
EvoDevo;2041-9139;;10.1186/s13227-016-0062-6;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Frontiers in Marine Science;;;10.3389/fmars.2016.00269;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01936;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.00517;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01377;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2016.01581;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Frontiers in Zoology;1742-9994;;10.1186/s12983-015-0115-z;2015;;;;;2008:BFI:-1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Genome Biology (Online Edition);1474-760X2010 ? …;;10.1186/s13059-015-0588-2;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Genome Biology (Online Edition);1474-760X2010 ? …;;10.1186/s13059-015-0793-z;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Genome Research;1088-9051;;10.1101/gr.186684.114;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Geochimica et Cosmochimica Acta;0016-7037;;10.1016/j.gca.2015.07.023;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Geochimica et Cosmochimica Acta;0016-7037;;10.1016/j.gca.2016.07.011;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Geological Society of America. Bulletin;0016-7606;;10.1130/B31068.1;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Geological Society of Denmark. Bulletin;0011-6297;;;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2017:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Geological Survey of Denmark and Greenland Bulletin;1811-4598;;;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Global Change Biology;1354-1013;;10.1111/gcb.12677;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Global Ecology and Biogeography;1466-822X;;10.1111/geb.12326;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
